COMMUNITY_NAME,YEAR,COMM_CODE_x,WARD,DWELLING_TYPE,DWELLING_TYPE_CODE,DWELLING_TYPE_DESCRIPTION,DWELLINGS_TOTAL,RES_CNT,OCPD_DWELLING_CNT,DWELLINGS_VACANT,OCPD_OWNERSHIP_CNT,RENOVATION_DWELLING_CNT,UNDER_CONST_DWELLING_CNT,INACTIVE_CNT,OTHER_PURPOSE_CNT,COMM_CODE_y,CLASS,CLASS_CODE,SECTOR,SRG,COMM_STRUCTURE,WARD_NUM,AREA_TYPE,COMM_CODE,Number of taxable accounts,MEDIAN_ASSESSMENT,ASSESSMENT_PER_PERSON,VACANCY_RATE
ACADIA,2016,ACA,9,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,2282,5470,"2,222",32,"1,905",12,0,11,5,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,859",396000,72.39488117,0.014022787
,2016,ACA,9,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",132,276,121,10,77,0,0,1,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,859",396000,1434.782609,0.075757576
,2016,ACA,9,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,2025,3496,"1,847",172,352,0,0,2,4,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,859",396000,113.2723112,0.084938272
,2016,ACA,9,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",384,970,375,5,254,4,0,0,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,859",396000,408.2474227,0.013020833
,2016,ACA,9,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,94,134,78,15,71,0,0,1,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,859",396000,2955.223881,0.159574468
,2016,ACA,9,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,108,164,94,4,18,0,0,10,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,859",396000,2414.634146,0.037037037
,2016,ACA,9,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",3,19,3,0,0,0,0,0,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,859",396000,20842.10526,0
,2016,ACA,9,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",1,237,1,0,0,0,0,0,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,859",396000,1670.886076,0
,2016,ACA,9,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,2,0,1,1,0,0,0,0,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,859",396000,,0.5
,2017,ACA,11,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,2282,5502,"2,226",30,"1,901",20,0,3,3,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,854",385000,69.97455471,0.013146363
,2017,ACA,11,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",132,299,129,2,79,1,0,0,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,854",385000,1287.625418,0.015151515
,2017,ACA,11,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,2025,3409,"1,859",161,354,1,0,1,3,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,854",385000,112.936345,0.079506173
,2017,ACA,11,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",384,943,366,16,249,2,0,0,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,854",385000,408.271474,0.041666667
,2017,ACA,11,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,92,100,63,7,11,0,0,22,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,854",385000,3850,0.076086957
,2017,ACA,11,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,112,135,91,6,7,3,0,12,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,854",385000,2851.851852,0.053571429
,2017,ACA,11,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",2,0,2,0,0,0,0,0,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,854",385000,,0
,2017,ACA,11,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",1,252,1,0,0,0,0,0,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,854",385000,1527.777778,0
,2017,ACA,11,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,3,16,1,2,0,0,0,0,0,ACA,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,ACA,"3,854",385000,24062.5,0.666666667
ALBERT PARK/RADISSON HEIGHTS,2016,ALB,10,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,921,2248,865,47,595,5,3,0,1,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,,,0,0,0.051031488
,2016,ALB,10,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",459,1208,425,27,146,2,4,1,0,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,,,0,0,0.058823529
,2016,ALB,10,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,26,60,24,1,8,1,0,0,0,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,,,0,0,0.038461538
,2016,ALB,10,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,772,1386,717,50,151,4,1,0,0,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,,,0,0,0.064766839
,2016,ALB,10,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",343,1066,321,17,10,1,1,0,3,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,,,0,0,0.049562682
,2016,ALB,10,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,472,697,366,87,18,4,2,13,0,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,,,0,0,0.184322034
,2016,ALB,10,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",1,8,1,0,0,0,0,0,0,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,,,0,0,0
,2017,ALB,9,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,916,2354,882,32,593,1,0,1,0,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,ALB,"1,918",318000,135.0892099,0.034934498
,2017,ALB,9,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",464,1229,419,38,144,1,4,1,1,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,ALB,"1,918",318000,258.7469487,0.081896552
,2017,ALB,9,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,26,54,20,6,8,0,0,0,0,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,ALB,"1,918",318000,5888.888889,0.230769231
,2017,ALB,9,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,795,1342,705,64,160,3,23,0,0,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,ALB,"1,918",318000,236.9597615,0.080503145
,2017,ALB,9,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",344,1077,318,21,11,2,0,0,3,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,ALB,"1,918",318000,295.264624,0.061046512
,2017,ALB,9,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,468,679,357,87,14,6,0,18,0,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,ALB,"1,918",318000,468.3357879,0.185897436
,2017,ALB,9,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",1,9,1,0,0,0,0,0,0,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,ALB,"1,918",318000,35333.33333,0
,2017,ALB,9,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",1,0,1,0,0,0,0,0,0,ALB,Residential,1,EAST,ESTABLISHED,1950s,9,Inner-City,ALB,"1,918",318000,,0
ALTADORE,2016,ALT,11,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1388,3474,"1,279",67,"1,032",10,29,1,2,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,823",776000,223.3736327,0.048270893
,2016,ALT,11,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",561,1401,507,30,403,1,22,1,0,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,823",776000,553.8900785,0.053475936
,2016,ALT,11,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,24,31,18,1,0,0,4,0,1,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,823",776000,25032.25806,0.041666667
,2016,ALT,11,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,533,715,486,41,160,2,0,0,4,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,823",776000,1085.314685,0.076923077
,2016,ALT,11,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",439,796,404,29,278,0,6,0,0,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,823",776000,974.8743719,0.066059226
,2016,ALT,11,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,178,224,136,28,6,1,0,12,1,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,823",776000,3464.285714,0.157303371
,2016,ALT,11,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,20,19,16,4,0,0,0,0,0,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,823",776000,40842.10526,0.2
,2016,ALT,11,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,2,16,2,0,0,0,0,0,0,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,823",776000,48500,0
,2017,ALT,8,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1379,3567,"1,280",68,"1,060",7,19,0,5,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,855",738000,206.8965517,0.049311095
,2017,ALT,8,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",593,1476,548,23,439,1,20,0,1,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,855",738000,500,0.038785835
,2017,ALT,8,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,24,42,22,1,6,0,0,0,1,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,855",738000,17571.42857,0.041666667
,2017,ALT,8,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,528,681,480,42,153,1,0,0,5,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,855",738000,1083.700441,0.079545455
,2017,ALT,8,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",438,827,410,23,284,1,4,0,0,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,855",738000,892.382104,0.052511416
,2017,ALT,8,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,174,163,113,45,0,2,0,13,1,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,855",738000,4527.607362,0.25862069
,2017,ALT,8,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,20,17,16,2,0,0,0,1,1,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,855",738000,43411.76471,0.1
,2017,ALT,8,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,2,22,2,0,0,0,0,0,0,ALT,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,ALT,"2,855",738000,33545.45455,0
ALYTH/BONNYBROOK,2016,AYB,9,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,10,0,3,1,0,0,0,0,6,AYB,Industrial,2,CENTRE,,EMPLOYMENT,9,Suburban,,,0,,0.1
,2016,AYB,9,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,2,0,1,0,0,0,0,0,1,AYB,Industrial,2,CENTRE,,EMPLOYMENT,9,Suburban,,,0,,0
,2016,AYB,9,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,1,0,0,0,0,0,0,1,0,AYB,Industrial,2,CENTRE,,EMPLOYMENT,9,Suburban,,,0,,0
,2017,AYB,9,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,10,0,3,1,0,0,0,0,6,AYB,Industrial,2,CENTRE,,EMPLOYMENT,9,Suburban,AYB,3,104000,,0.1
,2017,AYB,9,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,2,0,0,1,0,0,0,0,1,AYB,Industrial,2,CENTRE,,EMPLOYMENT,9,Suburban,AYB,3,104000,,0.5
,2017,AYB,9,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,1,0,1,0,0,0,0,0,0,AYB,Industrial,2,CENTRE,,EMPLOYMENT,9,Suburban,AYB,3,104000,,0
APPLEWOOD PARK,2016,APP,10,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1367,5068,"1,347",12,"1,153",5,0,3,0,APP,Residential,1,EAST,ESTABLISHED,2000s,9,Suburban,APP,"1,795",369000,72.8097869,0.008778347
,2016,APP,10,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",20,74,20,0,17,0,0,0,0,APP,Residential,1,EAST,ESTABLISHED,2000s,9,Suburban,APP,"1,795",369000,4986.486486,0
,2016,APP,10,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,713,996,562,151,147,0,0,0,0,APP,Residential,1,EAST,ESTABLISHED,2000s,9,Suburban,APP,"1,795",369000,370.4819277,0.211781206
,2016,APP,10,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",132,452,122,9,45,0,0,1,0,APP,Residential,1,EAST,ESTABLISHED,2000s,9,Suburban,APP,"1,795",369000,816.3716814,0.068181818
,2016,APP,10,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,91,174,69,10,13,1,0,11,0,APP,Residential,1,EAST,ESTABLISHED,2000s,9,Suburban,APP,"1,795",369000,2120.689655,0.10989011
,2017,APP,9,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1366,5105,"1,356",7,"1,131",2,0,1,0,APP,Residential,1,EAST,ESTABLISHED,2000s,9,Suburban,APP,"1,795",362000,70.91087169,0.005124451
,2017,APP,9,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",21,78,21,0,17,0,0,0,0,APP,Residential,1,EAST,ESTABLISHED,2000s,9,Suburban,APP,"1,795",362000,4641.025641,0
,2017,APP,9,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,1,0,1,0,0,0,0,0,0,APP,Residential,1,EAST,ESTABLISHED,2000s,9,Suburban,APP,"1,795",362000,,0
,2017,APP,9,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,801,1132,661,140,141,0,0,0,0,APP,Residential,1,EAST,ESTABLISHED,2000s,9,Suburban,APP,"1,795",362000,319.7879859,0.174781523
,2017,APP,9,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",132,454,123,9,43,0,0,0,0,APP,Residential,1,EAST,ESTABLISHED,2000s,9,Suburban,APP,"1,795",362000,797.3568282,0.068181818
,2017,APP,9,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,96,151,63,20,9,0,0,13,0,APP,Residential,1,EAST,ESTABLISHED,2000s,9,Suburban,APP,"1,795",362000,2397.350993,0.208333333
ARBOUR LAKE,2016,ARB,2,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,2684,8660,"2,650",25,"2,349",3,1,4,1,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",469000,54.15704388,0.009314456
,2016,ARB,2,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",174,321,171,3,154,0,0,0,0,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",469000,1461.05919,0.017241379
,2016,ARB,2,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,683,1149,668,12,483,2,0,0,1,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",469000,408.181027,0.017569546
,2016,ARB,2,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",61,163,61,0,33,0,0,0,0,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",469000,2877.300613,0
,2016,ARB,2,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,308,476,300,7,293,1,0,0,0,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",469000,985.2941176,0.022727273
,2016,ARB,2,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,31,37,22,9,0,0,0,0,0,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",469000,12675.67568,0.290322581
,2016,ARB,2,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",1,0,1,0,0,0,0,0,0,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",469000,,0
,2016,ARB,2,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",1,114,1,0,0,0,0,0,0,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",469000,4114.035088,0
,2017,ARB,2,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,2681,8467,"2,644",27,"2,349",8,2,0,0,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",449000,53.02940829,0.010070869
,2017,ARB,2,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",174,322,169,5,150,0,0,0,0,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",449000,1394.409938,0.028735632
,2017,ARB,2,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,683,1129,660,20,467,3,0,0,0,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",449000,397.6970771,0.029282577
,2017,ARB,2,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",61,170,59,2,31,0,0,0,0,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",449000,2641.176471,0.032786885
,2017,ARB,2,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,307,474,303,4,295,0,0,0,0,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",449000,947.257384,0.013029316
,2017,ARB,2,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,31,37,22,9,0,0,0,0,0,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",449000,12135.13514,0.290322581
,2017,ARB,2,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",1,114,1,0,0,0,0,0,0,ARB,Residential,1,NORTHWEST,ESTABLISHED,2000s,2,Suburban,ARB,"4,332",449000,3938.596491,0
ASPEN WOODS,2016,ASP,6,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,2094,7182,"1,978",51,"1,879",3,52,4,6,ASP,Residential,1,WEST,DEVELOPING,BUILDING OUT,6,Suburban,ASP,"3,319",815000,113.4781398,0.024355301
,2016,ASP,6,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",10,33,10,0,8,0,0,0,0,ASP,Residential,1,WEST,DEVELOPING,BUILDING OUT,6,Suburban,ASP,"3,319",815000,24696.9697,0
